Date,Open,High,Low,Close,Volume,,,,,
40911.00,325.25,332.83,324.97,663.59,7380500.00,,,,,
40912.00,331.27,333.87,329.08,666.45,5749400.00,,,,,
40913.00,329.83,330.75,326.89,657.21,6590300.00,,,,,
40914.00,328.34,328.77,323.68,648.24,5405900.00,,,,,
40917.00,322.04,322.29,309.46,620.76,11688800.00,,,,,
40918.00,313.70,315.72,307.30,621.43,8824000.00,,,,,
40919.00,310.59,313.52,309.40,624.25,4817800.00,,,,,
40920.00,314.43,315.26,312.08,627.92,3764400.00,,,,,
40921.00,311.96,312.30,309.37,623.28,4631800.00,,,,,
40925.00,314.81,314.81,311.67,626.86,3832800.00,,,,,
40926.00,312.14,315.82,309.90,631.18,5544000.00,,,,,
40927.00,319.30,319.30,314.55,637.82,12657800.00,,,,,
40928.00,294.16,294.40,289.76,584.39,21231800.00,,,,,
40931.00,291.91,293.23,290.49,583.92,6851300.00,,,,,
40932.00,292.07,292.74,287.92,579.34,6134400.00,,,,,
40933.00,287.68,288.27,282.13,567.93,10012700.00,,,,,
40934.00,284.92,286.17,281.22,566.54,6476500.00,,,,,
40935.00,284.32,289.08,283.60,578.39,7262000.00,,,,,
40938.00,287.95,288.92,285.63,576.11,4678400.00,,,,,
40939.00,290.41,290.91,286.50,578.52,4300700.00,,,,,
40940.00,291.38,291.66,288.49,579.24,4658700.00,,,,,
40941.00,291.34,292.11,289.95,583.51,4847400.00,,,,,
40942.00,294.23,297.42,292.93,594.70,6360700.00,,,,,
40945.00,296.39,304.27,295.90,607.42,7386700.00,,,,,
40946.00,302.44,303.56,300.75,605.11,4199700.00,,,,,
40947.00,303.18,304.53,301.24,608.18,3686400.00,,,,,
40948.00,304.87,306.10,303.36,609.79,4546300.00,,,,,
40949.00,302.81,302.93,300.87,604.25,4667700.00,,,,,
40952.00,304.11,305.77,303.87,610.52,3646100.00,,,,,
40953.00,304.63,304.86,301.25,608.09,3620900.00,,,,,
40954.00,305.32,305.32,300.15,603.90,4869900.00,,,,,
40955.00,300.28,303.27,297.75,604.86,5080700.00,,,,,
40956.00,301.36,302.68,300.08,602.98,4916400.00,,,,,
40960.00,300.81,307.79,300.31,612.32,4980100.00,,,,,
40961.00,304.84,307.24,302.22,606.28,3948700.00,,,,,
40962.00,302.37,302.83,299.05,604.45,4125300.00,,,,,
40963.00,302.54,304.68,301.62,608.23,3885600.00,,,,,
40966.00,302.16,305.04,301.40,607.64,3641300.00,,,,,
40967.00,303.86,308.73,302.71,616.70,5716400.00,,,,,
40968.00,308.14,311.63,306.60,616.56,6297200.00,,,,,
40969.00,309.97,311.68,307.92,620.70,4492000.00,,,,,
40970.00,309.84,310.83,309.00,619.55,3158300.00,,,,,
40973.00,309.06,310.08,304.55,612.57,3198400.00,,,,,
40974.00,302.89,303.27,295.81,603.30,6372500.00,,,,,
40975.00,303.39,304.45,301.80,605.14,2538400.00,,,,,
40976.00,303.88,304.61,302.04,605.48,2700900.00,,,,,
40977.00,302.84,304.81,298.88,598.61,5361100.00,,,,,
40980.00,298.88,302.37,298.51,603.49,3350400.00,,,,,
40981.00,303.24,307.77,301.64,616.09,4508300.00,,,,,
40982.00,306.35,310.23,305.58,614.30,5895700.00,,,,,
40983.00,307.15,310.59,306.27,619.43,4888300.00,,,,,
40984.00,309.29,311.79,308.87,623.33,6123800.00,,,,,
40987.00,310.40,317.45,309.46,632.24,4361800.00,,,,,
40988.00,314.28,316.84,312.46,631.76,3092400.00,,,,,
40989.00,316.12,322.49,315.07,638.23,4957600.00,,,,,
40990.00,318.06,323.19,314.32,644.28,4838400.00,,,,,
40991.00,322.09,323.04,319.25,640.83,3894800.00,,,,,
40994.00,321.30,323.53,318.58,647.55,3651900.00,,,,,
40995.00,322.31,325.53,321.20,645.25,4029400.00,,,,,
40996.00,324.80,328.07,324.32,653.96,5096700.00,,,,,
40997.00,325.50,327.07,320.95,646.63,3862900.00,,,,,
40998.00,324.66,325.52,319.30,639.48,4638700.00,,,,,
41001.00,319.19,322.54,316.23,645.15,4585400.00,,,,,
41002.00,321.50,322.77,318.13,640.86,4105000.00,,,,,
41003.00,318.03,318.31,314.37,633.41,3267300.00,,,,,
41004.00,314.94,317.03,313.11,630.59,4654700.00,,,,,
41008.00,313.07,316.48,311.48,629.11,4381600.00,,,,,
41009.00,315.58,316.07,311.11,625.14,4982500.00,,,,,
41010.00,315.80,316.81,314.47,634.22,4414300.00,,,,,
41011.00,319.98,325.35,318.93,649.23,11556300.00,,,,,
41012.00,322.57,323.28,310.61,622.89,16379700.00,,,,,
41015.00,310.34,310.74,299.71,604.41,11426700.00,,,,,
41016.00,303.14,307.69,302.37,607.90,6070400.00,,,,,
41017.00,302.89,305.26,300.28,605.79,5358900.00,,,,,
41018.00,301.71,306.98,298.38,597.66,6613800.00,,,,,
41019.00,301.00,303.29,296.80,594.43,6139700.00,,,,,
41022.00,295.34,298.11,294.00,595.96,4411900.00,,,,,
41023.00,298.00,302.18,297.54,599.62,3872600.00,,,,,
41024.00,300.87,304.53,300.31,608.05,3655800.00,,,,,
41025.00,304.31,307.85,303.71,613.78,4200600.00,,,,,
41026.00,306.36,307.22,304.16,613.30,3284900.00,,,,,
41029.00,305.35,306.89,299.18,603.19,4832600.00,,,,,
41030.00,300.77,304.66,298.97,602.78,4019600.00,,,,,
41031.00,299.48,302.92,299.18,605.60,3235000.00,,,,,
41032.00,303.67,306.27,303.34,609.35,3749900.00,,,,,
41033.00,301.83,302.81,297.29,595.34,4431300.00,,,,,
41036.00,296.39,304.14,296.39,605.89,4003800.00,,,,,
41037.00,301.63,307.30,299.23,611.11,5374600.00,,,,,
41038.00,302.28,307.04,299.78,607.48,4675000.00,,,,,
41039.00,305.34,306.94,303.98,611.98,3083200.00,,,,,
41040.00,304.04,306.13,301.26,603.57,4214400.00,,,,,
41043.00,299.27,303.11,299.17,602.35,3662400.00,,,,,
41044.00,301.54,306.35,300.75,609.44,4219900.00,,,,,
41045.00,307.83,313.87,306.82,627.21,9706300.00,,,,,
41046.00,315.73,317.73,309.46,621.34,6732700.00,,,,,
41047.00,311.38,315.03,297.24,598.76,11991700.00,,,,,
41050.00,299.13,306.70,298.88,612.43,6173800.00,,,,,
41051.00,305.57,305.76,296.89,599.16,6126600.00,,,,,
41052.00,299.70,303.66,297.45,607.79,6379900.00,,,,,
41053.00,303.44,304.82,298.32,602.01,3796600.00,,,,,
41054.00,299.38,299.74,293.04,589.91,7190500.00,,,,,
41058.00,296.79,298.45,293.06,592.71,5230900.00,,,,,
41059.00,292.98,294.84,290.68,586.62,3827600.00,,,,,
41060.00,293.26,293.90,288.42,579.27,5958800.00,,,,,
41061.00,284.83,285.26,283.11,569.42,6138700.00,,,,,
41064.00,284.05,289.16,283.94,577.01,4883500.00,,,,,
41065.00,286.65,287.99,282.18,568.85,4697200.00,,,,,
41066.00,287.16,289.90,285.73,578.98,4207200.00,,,,,
41067.00,292.70,292.85,287.55,576.65,3530100.00,,,,,
41068.00,286.85,289.42,286.22,578.86,2831300.00,,,,,
41071.00,291.01,291.57,282.29,566.94,5342100.00,,,,,
41072.00,283.82,284.09,278.25,563.55,6472500.00,,,,,
41073.00,279.81,282.44,278.30,559.55,3923000.00,,,,,
41074.00,279.60,281.48,277.22,557.52,4707200.00,,,,,
41075.00,279.12,281.21,277.50,562.96,6024800.00,,,,,
41078.00,280.26,286.03,278.58,569.29,5012400.00,,,,,
41079.00,285.72,291.05,285.49,579.94,4167900.00,,,,,
41080.00,288.82,288.92,285.68,575.93,4710800.00,,,,,
41081.00,288.84,288.84,280.81,563.66,4037600.00,,,,,
41082.00,282.94,284.67,281.85,569.92,4472400.00,,,,,
41085.00,282.61,282.98,277.63,559.16,3174900.00,,,,,
41086.00,280.33,282.24,278.70,563.13,2710500.00,,,,,
41087.00,282.79,285.92,281.95,567.74,3397200.00,,,,,
41088.00,281.89,282.06,277.56,562.76,3856100.00,,,,,
41089.00,286.41,288.98,285.03,578.48,5057800.00,,,,,
41092.00,289.82,290.41,287.17,578.88,3323300.00,,,,,
41093.00,288.92,293.11,287.92,586.22,2387800.00,,,,,
41095.00,293.28,298.91,293.17,594.29,4709200.00,,,,,
41096.00,295.12,295.65,290.32,584.38,4339700.00,,,,,
41099.00,291.38,293.20,289.54,584.41,3443000.00,,,,,
41100.00,293.99,295.11,288.29,580.11,3860500.00,,,,,
41101.00,287.07,287.85,281.42,569.63,7024700.00,,,,,
41102.00,282.50,284.90,280.00,568.92,4636800.00,,,,,
41103.00,285.01,288.49,283.21,574.94,3966700.00,,,,,
41106.00,287.11,288.51,284.82,573.35,2936100.00,,,,,
41107.00,288.14,289.25,283.14,575.15,3372700.00,,,,,
41108.00,287.41,290.76,286.99,579.17,3107900.00,,,,,
41109.00,291.98,298.12,291.91,591.44,9384300.00,,,,,
41110.00,303.24,305.33,297.97,609.15,12975800.00,,,,,
41113.00,299.12,308.02,298.01,613.82,7150000.00,,,,,
41114.00,306.35,307.81,301.04,605.91,4033800.00,,,,,
41115.00,303.02,305.54,301.55,606.33,3659600.00,,,,,
41116.00,306.35,307.28,303.88,611.68,3382900.00,,,,,
41117.00,308.29,316.31,307.60,633.22,7125900.00,,,,,
41120.00,316.84,320.10,313.57,630.57,4389700.00,,,,,
41121.00,312.96,317.06,312.94,631.24,3745100.00,,,,,
41122.00,317.46,318.56,314.51,630.95,3702900.00,,,,,
41123.00,311.59,317.82,310.54,627.03,3970100.00,,,,,
41124.00,318.81,320.66,316.88,639.57,3808300.00,,,,,
41127.00,318.61,323.48,318.42,641.06,3578000.00,,,,,
41128.00,319.70,320.93,317.05,638.79,3978300.00,,,,,
41129.00,318.33,321.73,318.06,640.47,2654200.00,,,,,
41130.00,321.05,321.98,319.56,640.59,2148500.00,,,,,
41131.00,318.10,319.92,316.88,640.24,2879800.00,,,,,
41134.00,322.50,328.84,322.13,658.20,6560200.00,,,,,
41135.00,328.39,335.17,328.27,666.83,7350800.00,,,,,
41136.00,333.89,335.87,330.81,665.71,4839400.00,,,,,
41137.00,332.51,336.06,332.29,671.03,3448200.00,,,,,
41138.00,335.80,337.36,334.60,675.29,4371600.00,,,,,
41141.00,336.49,338.17,335.07,673.69,3529300.00,,,,,
41142.00,335.30,337.73,329.85,667.68,4461000.00,,,,,
41143.00,332.44,339.03,332.11,675.33,3832600.00,,,,,
41144.00,335.88,338.97,334.25,674.95,3581700.00,,,,,
41145.00,336.54,338.95,335.78,676.77,2863800.00,,,,,
41148.00,330.26,334.75,328.39,667.39,5246900.00,,,,,
41149.00,331.26,337.54,331.13,675.40,4132600.00,,,,,
41150.00,337.42,343.21,336.81,686.13,6002900.00,,,,,
41151.00,340.84,342.41,338.82,679.81,3265900.00,,,,,
41152.00,340.72,343.00,338.75,683.21,4270000.00,,,,,
41156.00,341.00,341.22,335.49,679.18,3793200.00,,,,,
41157.00,338.73,341.97,338.30,678.86,3429100.00,,,,,
41158.00,341.70,348.64,341.09,697.49,6109700.00,,,,,
41159.00,348.69,354.80,347.53,704.22,6490100.00,,,,,
41162.00,353.55,355.07,347.89,698.85,5139100.00,,,,,
41163.00,347.68,349.02,344.21,690.29,3761500.00,,,,,
41164.00,343.42,346.16,339.17,688.99,5304300.00,,,,,
41165.00,345.25,353.18,343.98,704.11,5337900.00,,,,,
41166.00,353.48,355.17,352.18,707.74,5256500.00,,,,,
41169.00,352.73,355.11,351.18,708.04,3027800.00,,,,,
41170.00,352.57,357.99,352.07,716.31,4149000.00,,,,,
41171.00,357.41,362.92,356.87,725.51,6219700.00,,,,,
41172.00,360.88,364.32,359.26,726.13,5836500.00,,,,,
41173.00,364.74,366.09,363.70,731.98,12765800.00,,,,,
41176.00,364.14,373.62,363.76,747.33,7154200.00,,,,,
41177.00,375.12,381.02,372.43,747.11,12162400.00,,,,,
41178.00,373.52,379.20,369.12,751.40,11388200.00,,,,,
41179.00,378.56,380.00,374.42,754.43,7891600.00,,,,,
41180.00,375.67,378.23,374.17,752.43,5587700.00,,,,,
41183.00,378.11,381.07,376.69,759.69,6359700.00,,,,,
41184.00,381.17,381.56,373.73,754.92,5601200.00,,,,,
41185.00,376.45,380.53,374.70,760.41,4433100.00,,,,,
41186.00,379.95,383.51,378.28,765.95,4926700.00,,,,,
41187.00,383.92,385.74,381.08,765.55,5492200.00,,,,,
41190.00,379.08,380.36,375.67,755.77,3931800.00,,,,,
41191.00,378.42,379.24,369.88,742.05,6028900.00,,,,,
41192.00,369.54,372.37,367.77,742.52,4095000.00,,,,,
41193.00,375.04,377.83,373.74,749.42,4785600.00,,,,,
41194.00,374.52,376.03,370.66,742.71,4826400.00,,,,,
41197.00,369.58,370.53,363.99,738.95,6060700.00,,,,,
41198.00,368.68,372.10,366.85,742.66,4131800.00,,,,,
41199.00,370.59,376.76,368.75,753.42,4602900.00,,,,,
41200.00,376.36,378.29,336.74,693.10,24977900.00,,,,,
41201.00,351.47,352.03,334.75,679.92,23050400.00,,,,,
41204.00,339.23,341.04,333.60,676.81,8141500.00,,,,,
41205.00,334.75,342.38,334.75,678.49,5855000.00,,,,,
41206.00,342.12,342.22,336.37,675.45,5011600.00,,,,,
41207.00,338.73,339.73,335.50,675.90,4820100.00,,,,,
41208.00,336.99,340.24,334.35,673.30,3916200.00,,,,,
41213.00,338.66,339.23,336.24,678.44,3085400.00,,,,,
41214.00,338.48,344.16,338.09,685.71,4115500.00,,,,,
41215.00,346.10,346.48,342.40,686.04,4666100.00,,,,,
41218.00,340.97,342.15,336.52,681.09,3283900.00,,,,,
41219.00,341.46,341.97,337.51,679.85,3177300.00,,,,,
41220.00,336.24,337.85,332.00,665.29,4481200.00,,,,,
41221.00,333.85,334.49,324.40,650.50,5213300.00,,,,,
41222.00,326.10,332.92,323.94,661.21,6251500.00,,,,,
41225.00,330.64,333.65,329.20,664.08,2822300.00,,,,,
41226.00,330.26,332.55,327.89,657.25,3200200.00,,,,,
41227.00,329.10,329.85,324.04,650.76,3349200.00,,,,,
41228.00,323.79,328.77,320.75,645.49,3711500.00,,,,,
41229.00,321.79,325.29,316.81,645.41,6902000.00,,,,,
41232.00,326.63,333.21,326.54,666.38,4754100.00,,,,,
41233.00,333.50,337.73,331.04,668.14,4192900.00,,,,,
41234.00,333.25,333.65,328.97,664.05,4240200.00,,,,,
41236.00,333.73,333.75,331.81,666.14,1851800.00,,,,,
41239.00,331.98,332.25,328.28,659.34,4425700.00,,,,,
41240.00,328.85,336.24,327.77,668.87,5036100.00,,,,,
41241.00,332.76,341.18,330.71,681.80,6106700.00,,,,,
41242.00,342.61,345.65,339.73,690.00,5573700.00,,,,,
41243.00,344.36,348.30,341.56,696.46,6350800.00,,,,,
41246.00,349.81,351.63,345.76,693.35,4401300.00,,,,,
41247.00,346.20,346.46,341.57,689.14,3998200.00,,,,,
41248.00,344.78,345.95,339.89,685.94,3738700.00,,,,,
41249.00,342.51,346.51,340.98,689.24,2935500.00,,,,,
41250.00,346.20,347.14,339.94,682.34,3852900.00,,,,,
41253.00,341.42,344.53,340.62,683.54,2743600.00,,,,,
41254.00,343.71,349.65,342.58,694.97,5395200.00,,,,,
41255.00,348.31,350.44,345.45,695.65,4870100.00,,,,,
41256.00,356.62,356.90,348.47,700.78,6915500.00,,,,,
41257.00,348.28,352.59,347.91,700.04,4276100.00,,,,,
41260.00,351.43,359.61,350.70,718.81,6093400.00,,,,,
41261.00,356.96,363.19,356.19,719.10,6032300.00,,,,,
41262.00,359.01,360.15,357.00,718.14,3851500.00,,,,,
41263.00,360.28,360.97,357.15,720.38,3326400.00,,,,,
41264.00,355.65,358.07,353.93,713.67,7078300.00,,,,,
41267.00,355.92,356.25,352.41,707.56,1688000.00,,,,,
41269.00,352.71,355.11,349.89,706.93,2373500.00,,,,,
41270.00,352.25,353.10,348.00,704.36,3307000.00,,,,,
41271.00,349.53,352.14,348.70,698.09,2814500.00,,,,,
41274.00,348.69,353.96,346.70,705.44,4009600.00,,,,,
41276.00,358.37,362.14,356.94,721.27,5101500.00,,,,,
41277.00,361.11,364.60,359.01,721.69,4653700.00,,,,,
41278.00,363.31,369.35,362.48,735.95,5547600.00,,,,,
41281.00,366.35,368.31,363.93,732.74,3323800.00,,,,,
41282.00,366.40,366.78,360.86,731.29,3364700.00,,,,,
41283.00,364.77,367.80,362.94,736.10,4064500.00,,,,,
41284.00,370.03,371.11,365.38,739.45,3685000.00,,,,,
41285.00,369.61,369.83,366.78,737.96,2579900.00,,,,,
41288.00,367.12,369.71,359.83,721.27,5749200.00,,,,,
41289.00,358.32,366.13,354.72,722.95,7884700.00,,,,,
41290.00,359.85,360.82,355.50,713.23,4061900.00,,,,,
41291.00,357.51,358.48,354.18,709.37,4439500.00,,,,,
41292.00,353.85,355.05,349.36,702.58,6477700.00,,,,,
41296.00,351.01,351.35,346.46,700.95,7613100.00,,,,,
41297.00,366.62,373.10,366.52,739.47,11862400.00,,,,,
41298.00,369.24,377.00,368.87,752.15,6790600.00,,,,,
41299.00,373.98,377.82,373.72,751.61,4468400.00,,,,,
41302.00,374.48,376.39,372.55,748.67,3266300.00,,,,,
41303.00,371.98,377.06,371.88,751.62,3507200.00,,,,,
41304.00,375.46,379.05,375.05,751.77,3478900.00,,,,,
41305.00,373.85,377.40,373.72,753.62,3280500.00,,,,,
41306.00,377.68,386.85,377.63,773.48,7520100.00,,,,,
41309.00,382.41,383.80,377.72,756.94,6103700.00,,,,,
41310.00,379.14,384.12,378.32,763.64,3755300.00,,,,,
41311.00,378.12,385.04,377.83,768.06,4171700.00,,,,,
41312.00,383.41,387.95,381.32,771.83,5701600.00,,,,,
41313.00,388.61,391.87,388.32,783.22,6062700.00,,,,,
41316.00,387.75,390.04,385.43,780.28,4351800.00,,,,,
41317.00,389.42,392.48,388.23,778.56,3731900.00,,,,,
41318.00,388.61,391.21,388.53,780.72,2405200.00,,,,,
41319.00,388.41,392.90,387.43,785.66,3483500.00,,,,,
41320.00,392.23,395.15,392.07,790.72,5480000.00,,,,,
41324.00,396.51,401.99,396.16,804.64,5885500.00,,,,,
41325.00,401.15,402.97,394.42,790.29,5549000.00,,,,,
41326.00,397.51,401.22,394.13,793.35,7039000.00,,,,,
41327.00,398.14,399.13,395.42,797.52,4123100.00,,,,,
41330.00,399.65,402.70,393.77,788.60,4625000.00,,,,,
41331.00,396.02,396.49,390.74,787.97,4421500.00,,,,,
41332.00,395.92,400.87,394.08,797.59,4067300.00,,,,,
41333.00,399.05,401.99,399.02,799.01,4548500.00,,,,,
41334.00,397.41,402.06,396.59,803.98,4367000.00,,,,,
41337.00,401.15,409.88,401.00,819.25,5571900.00,,,,,
41338.00,412.92,418.51,412.90,836.30,8118400.00,,,,,
41339.00,418.94,420.42,412.86,829.10,5767400.00,,,,,
41340.00,415.47,416.75,413.24,830.32,4120700.00,,,,,
41341.00,415.69,415.90,410.98,829.24,5845600.00,,,,,
41344.00,414.29,418.28,414.20,832.53,3201200.00,,,,,
41345.00,413.80,414.39,410.30,825.34,4031600.00,,,,,
41346.00,412.40,413.79,409.62,823.05,3294800.00,,,,,
41347.00,411.95,411.95,407.17,819.29,3314700.00,,,,,
41348.00,407.72,408.62,405.15,812.07,6222500.00,,,,,
41351.00,401.00,404.86,399.24,805.58,3690300.00,,,,,
41352.00,404.11,408.10,401.72,809.10,4212000.00,,,,,
41353.00,406.89,407.23,404.20,812.48,2938500.00,,,,,
41354.00,404.13,406.93,403.41,809.04,2966200.00,,,,,
41355.00,405.85,406.10,403.31,808.09,2987400.00,,,,,
41358.00,404.69,408.09,401.90,807.42,3436800.00,,,,,
41359.00,405.23,405.48,402.39,810.20,2392600.00,,,,,
41360.00,401.83,401.99,399.17,800.46,4342500.00,,,,,
41361.00,400.49,401.18,395.17,792.02,4592600.00,,,,,
41365.00,396.02,399.63,395.14,799.00,3628100.00,,,,,
41366.00,400.77,405.89,400.50,810.81,4098200.00,,,,,
41367.00,405.21,405.58,398.84,803.99,3489900.00,,,,,
41368.00,400.62,401.37,394.17,792.89,4913400.00,,,,,
